titulo,link,data_publicacao,fonte,sim_tecnologia,sim_grupo,sim_impacto,relevante_semantico
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,19 meses atrás,G1,0.62236524,0.50021255,0.44346413,True
"Além de envelhecer, FaceApp embranquece rostos negros","https://www.estadao.com.br/infograficos/link,alem-de-envelhecer-faceapp-embranquece-rostos-negros,1018384",74 meses atrás,Estadão,0.72161716,0.6625914,0.3590376,True
"O reconhecimento facial é racista? Uma questão para IBM, Microsoft e Amazon",https://neofeed.com.br/inovacao/o-reconhecimento-facial-e-racista-uma-questao-para-ibm-microsoft-e-amazon/,63 meses atrás,NeoFeed,0.7197056,0.5010463,0.57063997,True
"Universidade Federal de Minas Gerais - Racismo nas redes sociais é tema de entrevista no programa Expresso 104,5",https://ufmg.br/comunicacao/noticias/racismo-nas-redes-sociais-e-tema-de-entrevista-no-programa-expresso-104-5,60 meses atrás,UFMG - Universidade Federal de Minas Gerais,0.27256948,0.5192901,0.5994363,True
Nina da Hora: Reconhecimento facial na segurança pública tem viés racista e deve ser banido,https://blogs.oglobo.globo.com/malu-gaspar/post/nina-da-hora-reconhecimento-facial-na-seguranca-publica-tem-vies-racista-e-deve-ser-banido.html,48 meses atrás,Globo,0.56133413,0.468229,0.5856236,True
Tecnologia do reconhecimento facial na segurança pública pode aprofundar racismo e misoginia,https://jornal.usp.br/atualidades/tecnologia-do-reconhecimento-facial-na-seguranca-publica-pode-aprofundar-racismo-e-misoginia/,48 meses atrás,Jornal da USP,0.6238739,0.45035365,0.5254141,True
O algoritmo e racismo nosso de cada dia,https://piaui.folha.uol.com.br/o-algoritmo-e-racismo-nosso-de-cada-dia/,57 meses atrás,Revista Piauí,0.57356226,0.45421392,0.60719687,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://cnte.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-392f,33 meses atrás,CNTE-CUT,0.68918544,0.575423,0.65813124,True
Reconhecimento Facial: Entenda o impacto da Inteligência Artificial na vida da população negra,https://exame.com/esg/reconhecimento-facial-entenda-o-impacto-da-inteligencia-artificial-na-vida-da-populacao-negra/,36 meses atrás,Exame,0.7005348,0.5520756,0.4354558,True
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,44 meses atrás,ResearchGate,0.5564277,0.37348968,0.5509242,True
'O que essa tecnologia está fazendo com a história?': artistas negras apontam viés racista em inteligência artificial,https://oglobo.globo.com/cultura/noticia/2023/07/09/o-que-essa-tecnologia-esta-fazendo-com-a-historia-artistas-negras-apontam-vies-racista-em-inteligencia-artificial.ghtml,26 meses atrás,O Globo,0.4299139,0.5732776,0.5154389,True
Viés racista na inteligência artificial,https://radiopeaobrasil.com.br/vies-racista-na-inteligencia-artificial/,23 meses atrás,Rádio Peão Brasil,0.632336,0.52634245,0.6767042,True
A Inteligência Artificial é racista? Instituto lança campanha e alerta,https://desinformante.com.br/inteligencia-artificial-racista-campanha/,23 meses atrás,desinformante,0.6298483,0.42040253,0.5575348,True
O impacto da Inteligência Artificial na comunidade negra,https://mundonegro.inf.br/o-impacto-da-inteligencia-artificial-na-comunidade-negra/,21 meses atrás,Mundo Negro,0.598331,0.6723907,0.48275697,True
Ativistas negros evangélicos buscam reconhecimento e lutam contra o racismo,https://jornal.usp.br/noticias/ativistas-negros-evangelicos-buscam-reconhecimento-e-lutam-contra-o-racismo/,31 meses atrás,Jornal da USP,0.15009703,0.6786276,0.55962753,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://mpmt.mp.br/portalcao/news/1217/134418/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/112,20 meses atrás,Ministério Público do Estado de Mato Grosso,0.6343305,0.469314,0.5942879,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias,0.7058283,0.5435897,0.59551936,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,17 meses atrás,Metrópoles,0.6676107,0.68122125,0.49731314,True
Os riscos do Reconhecimento Facial no Brasil,https://outraspalavras.net/outrasmidias/os-riscos-do-reconhecimento-facial-no-brasil/,13 meses atrás,Outras Palavras,0.7406508,0.5754057,0.2997699,True
Qual o impacto da tecnologia de reconhecimento facial na população negra?,https://jornal.usp.br/ciencias/qual-o-impacto-da-tecnologia-de-reconhecimento-facial-na-populacao-negra/,53 meses atrás,Jornal da USP,0.7315631,0.6059866,0.43163577,True
Nina da Hora: Reconhecimento facial na segurança pública tem viés racista e deve ser banido,https://blogs.oglobo.globo.com/malu-gaspar/post/nina-da-hora-reconhecimento-facial-na-seguranca-publica-tem-vies-racista-e-deve-ser-banido.html,48 meses atrás,Globo,0.56133425,0.468229,0.5856236,True
O algoritmo e racismo nosso de cada dia,https://piaui.folha.uol.com.br/o-algoritmo-e-racismo-nosso-de-cada-dia/,57 meses atrás,Revista Piauí,0.57356226,0.45421392,0.60719687,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://cnte.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-392f,33 meses atrás,CNTE-CUT,0.68918544,0.575423,0.65813124,True
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,44 meses atrás,ResearchGate,0.5564277,0.37348968,0.5509242,True
Reconhecimento Facial: Entenda o impacto da Inteligência Artificial na vida da população negra,https://exame.com/esg/reconhecimento-facial-entenda-o-impacto-da-inteligencia-artificial-na-vida-da-populacao-negra/,36 meses atrás,Exame,0.70053476,0.5520756,0.4354558,True
'O que essa tecnologia está fazendo com a história?': artistas negras apontam viés racista em inteligência artificial,https://oglobo.globo.com/cultura/noticia/2023/07/09/o-que-essa-tecnologia-esta-fazendo-com-a-historia-artistas-negras-apontam-vies-racista-em-inteligencia-artificial.ghtml,26 meses atrás,O Globo,0.4299139,0.5732776,0.5154389,True
O impacto da Inteligência Artificial na comunidade negra,https://mundonegro.inf.br/o-impacto-da-inteligencia-artificial-na-comunidade-negra/,21 meses atrás,Mundo Negro,0.598331,0.6723907,0.48275697,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,20 meses atrás,Consultor Jurídico,0.6343305,0.469314,0.5942879,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias,0.7058284,0.5435897,0.59551936,True
"90% das pessoas presas por reconhecimento facial são negras, diz estudo",https://www.cartacapital.com.br/politica/90-das-pessoas-presas-por-reconhecimento-facial-sao-negras-diz-estudo/,70 meses atrás,CartaCapital,0.51643586,0.63581693,0.47761908,True
Cerca de 90% das pessoas presas com uso de reconhecimento facial são negras,https://www.brasildefato.com.br/2019/11/27/cerca-de-90-das-pessoas-presas-com-uso-de-reconhecimento-facial-sao-negras/,70 meses atrás,Brasil de Fato,0.5058036,0.6176588,0.46994635,True
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,63 meses atrás,UOL,0.6081041,0.55847853,0.46791276,True
Por que tantos negros são alvo de prisão injusta com base em reconhecimentos,https://ponte.org/por-que-tantos-negros-sao-alvo-de-prisao-injusta-com-base-em-reconhecimentos/,60 meses atrás,Ponte Jornalismo,0.2521431,0.66623986,0.59272647,True
De novo: reconhecimento facial incrimina erroneamente pessoas negras,https://olhardigital.com.br/2020/09/05/noticias/de-novo-reconhecimento-facial-incrimina-erroneamente-pessoas-negras/,61 meses atrás,Olhar Digital,0.70636773,0.681996,0.5838323,True
"Universidade Federal de Minas Gerais - Racismo nas redes sociais é tema de entrevista no programa Expresso 104,5",https://ufmg.br/comunicacao/noticias/racismo-nas-redes-sociais-e-tema-de-entrevista-no-programa-expresso-104-5,60 meses atrás,UFMG - Universidade Federal de Minas Gerais,0.27256948,0.5192901,0.5994363,True
De novo: homem negro é preso nos EUA após falha de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2020/09/07/pela-2-vez-homem-negro-e-preso-nos-eua-apos-erro-de-reconhecimento-facial.htm,61 meses atrás,UOL,0.53225696,0.62115073,0.5251274,True
Jovens negros são presos por roubo e reconhecidos por vítima branca pela foto do RG,https://ponte.org/jovens-negros-sao-presos-por-roubo-e-reconhecidos-por-vitima-branca-pela-foto-do-rg/,63 meses atrás,Ponte Jornalismo,0.2792349,0.6384467,0.5737064,True
Reconhecimento facial e a insegurança das pessoas negras,https://almapreta.com.br/sessao/quilombo/reconhecimento-facial-e-a-inseguranca-das-pessoas-negras/,48 meses atrás,Alma Preta Jornalismo,0.64843345,0.7290181,0.58364874,True
Falha em reconhecimento facial leva homem à prisão nos EUA,https://www.estadao.com.br/link/cultura-digital/falha-em-reconhecimento-facial-leva-homem-a-prisao-nos-eua/,56 meses atrás,Estadão,0.6339756,0.29237935,0.5469315,True
Como o reconhecimento falho em delegacias leva negros e pobres para a prisão,https://conectas.org/noticias/como-o-reconhecimento-falho-em-delegacias-leva-negros-e-pobres-para-a-prisao/,46 meses atrás,Conectas,0.25283656,0.59260976,0.5447533,True
Elas no Comando debate o racismo algorítmico,https://al.se.leg.br/elas-no-comando-debate-o-racismo-algoritmico/,50 meses atrás,Assembleia Legislativa de Sergipe,0.44422513,0.5237075,0.6731975,True
O algoritmo e racismo nosso de cada dia,https://piaui.folha.uol.com.br/o-algoritmo-e-racismo-nosso-de-cada-dia/,57 meses atrás,Revista Piauí,0.57356226,0.45421392,0.60719687,True
Empresa brasileira promete 99% de precisão no reconhecimento facial de negros,https://olhardigital.com.br/2021/04/23/seguranca/empresa-brasileira-promete-99-de-precisao-no-reconhecimento-facial-de-negros/,53 meses atrás,Olhar Digital,0.55061173,0.53924716,0.323758,True
80% das prisões errôneas por reconhecimento facial no RJ são de negros,https://agenciabrasil.ebc.com.br/radioagencia-nacional/justica/audio/2022-01/80-das-prisoes-erroneas-por-reconhecimento-facial-no-rj-sao-de-negros,44 meses atrás,Agência Brasil,0.42064926,0.5957611,0.55624425,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://cnte.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-392f,33 meses atrás,CNTE-CUT,0.68918544,0.57542306,0.65813124,True
"Favelas precisam de justiça racial, não de reconhecimento facial",https://diplomatique.org.br/favelas-precisam-de-justica-racial-nao-de-reconhecimento-facial/,39 meses atrás,Diplomatique,0.42329264,0.5578368,0.6373592,True
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,44 meses atrás,ResearchGate,0.5564277,0.37348968,0.5509242,True
A tecnologia de reconhecimento facial na capital da “Democracia Racial”,https://www.brasildefato.com.br/2022/06/20/a-tecnologia-de-reconhecimento-facial-na-capital-da-democracia-racial/,39 meses atrás,Brasil de Fato,0.7478795,0.5027931,0.48906997,True
Racismo algorítmico: Tecnologias de reconhecimento facial se tornam um pesadelo para pessoas negras,https://www.moneytimes.com.br/racismo-algoritmico-tecnologias-de-reconhecimento-facial-se-tornam-um-pesadelo-para-pessoas-negras/,44 meses atrás,Money Times,0.66257596,0.61359805,0.60707664,True
Racismo nas corporações: por que pessoas negras são mais abordadas pela polícia,https://conectas.org/noticias/racismo-nas-corporacoes-por-que-pessoas-negras-sao-mais-abordadas-pela-policia/,43 meses atrás,Conectas,0.17379081,0.6693289,0.61563057,True
"Erros no reconhecimento de pessoas presas recaem sobre negros, diz estudo",https://www.cnj.jus.br/erros-no-reconhecimento-de-pessoas-presas-recaem-sobre-negros-diz-estudo/,29 meses atrás,Portal CNJ,0.31276873,0.6940916,0.56946844,True
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,25 meses atrás,G1,0.50274855,0.37615743,0.5214069,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,24 meses atrás,Brasil de Fato,0.5273109,0.54992443,0.49553466,True
Reconhecimento facial está presente em todos os estados do Brasil,https://agenciabrasil.ebc.com.br/geral/noticia/2023-08/reconhecimento-facial-esta-presente-em-todos-os-estados-do-brasil,25 meses atrás,Agência Brasil,0.75655985,0.5451819,0.20095208,True
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,27 meses atrás,Summit Mobilidade,0.55980885,0.4986353,0.6146075,True
Homem negro é preso após erro em tecnologia de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2023/01/06/homem-negro-e-preso-apos-erro-em-tecnologia-de-reconhecimento-facial.htm,33 meses atrás,UOL,0.6120359,0.53783417,0.40649265,True
Projeto Inocência,https://memoriaglobo.globo.com/jornalismo/jornalismo-e-telejornais/fantastico/series/noticia/projeto-inocencia.ghtml,26 meses atrás,Memória Globo,0.46605173,0.58191633,0.86623967,True
Ministério Público pede suspensão de reconhecimento facial por prejudicar população negra,https://midianinja.org/ministerio-publico-pede-suspensao-de-reconhecimento-facial-que-prejudica-populacao-negra/,24 meses atrás,Mídia NINJA,0.5960412,0.51176167,0.41377813,True
"Grávida e presa por engano: quem é a mulher acusada de roubo por erro em tecnologia de reconhecimento facial, nos EUA",https://oglobo.globo.com/mundo/epoca/noticia/2023/08/07/gravida-e-presa-por-engano-quem-e-a-mulher-acusada-de-roubo-por-erro-em-tecnologia-de-reconhecimento-facial-nos-eua.ghtml,26 meses atrás,O Globo,0.5582539,0.3221184,0.577334,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,30 meses atrás,Diplomatique,0.76551497,0.3308311,0.5152181,True
"Pela segunda vez, jovem negro inocente vira réu após reconhecimento por foto",https://midianinja.org/pela-segunda-vez-jovem-negro-inocente-vira-reu-por-causa-de-reconhecimento-por-foto/,29 meses atrás,Mídia NINJA,0.4091837,0.53421223,0.554041,True
Representatividade das pessoas negras no mercado consumidor,https://seudireito.proteste.org.br/representatividade-das-pessoas-negras-no-mercado-consumidor/,28 meses atrás,www.proteste.org.br,0.30318415,0.7827856,0.5518636,True
A Inteligência Artificial é racista? Instituto lança campanha e alerta,https://desinformante.com.br/inteligencia-artificial-racista-campanha/,23 meses atrás,desinformante,0.62984836,0.42040253,0.5575348,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://mpmt.mp.br/portalcao/news/1217/134418/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/112,20 meses atrás,Ministério Público do Estado de Mato Grosso,0.6343305,0.4693141,0.5942879,True
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,15 meses atrás,Diplomatique,0.37954032,0.52860713,0.6293113,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,17 meses atrás,Metrópoles,0.66761065,0.68122125,0.49731314,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias,0.7058284,0.5435897,0.59551936,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,19 meses atrás,G1,0.62236524,0.50021255,0.44346413,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,13 meses atrás,Brasil de Fato,0.6975233,0.32764405,0.5187399,True
Dia da Consciência Negra: personagens negros que marcaram a História do Brasil,https://www.ihu.unisinos.br/categorias/646182-dia-da-consciencia-negra-personagens-negros-que-marcaram-a-historia-do-brasil,10 meses atrás,Instituto Humanitas Unisinos - IHU,0.31509393,0.7488127,0.5170823,True
"90% das pessoas presas por reconhecimento facial são negras, diz estudo",https://www.cartacapital.com.br/politica/90-das-pessoas-presas-por-reconhecimento-facial-sao-negras-diz-estudo/,70 meses atrás,CartaCapital,0.516436,0.63581693,0.47761908,True
Cerca de 90% das pessoas presas com uso de reconhecimento facial são negras,https://www.brasildefato.com.br/2019/11/27/cerca-de-90-das-pessoas-presas-com-uso-de-reconhecimento-facial-sao-negras/,70 meses atrás,Brasil de Fato,0.5058036,0.6176587,0.4699463,True
Reino Unido usa reconhecimento facial ‘racista’ em passaportes,https://olhardigital.com.br/2019/10/10/noticias/reino-unido-usa-reconhecimento-facial-racista-em-passaportes/,71 meses atrás,Olhar Digital,0.55976677,0.4502834,0.53291035,True
Algoritmos de reconhecimento facial falham em combinar rostos de mulheres negras,https://canaltech.com.br/inteligencia-artificial/algoritmos-de-reconhecimento-facial-falham-em-combinar-rostos-de-mulheres-negras-144657/,74 meses atrás,Canaltech,0.66883594,0.5182665,0.3563604,True
Por que tantos negros são alvo de prisão injusta com base em reconhecimentos,https://ponte.org/por-que-tantos-negros-sao-alvo-de-prisao-injusta-com-base-em-reconhecimentos/,60 meses atrás,Ponte Jornalismo,0.2521431,0.66623986,0.59272647,True
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,63 meses atrás,UOL,0.6081041,0.55847853,0.46791276,True
Homem negro é preso injustamente por causa de reconhecimento facial defeituoso,https://www.estadao.com.br/link/homem-negro-e-preso-injustamente-por-causa-de-reconhecimento-facial-defeituoso/,63 meses atrás,Estadão,0.54023695,0.56354153,0.47332555,True
De novo: homem negro é preso nos EUA após falha de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2020/09/07/pela-2-vez-homem-negro-e-preso-nos-eua-apos-erro-de-reconhecimento-facial.htm,61 meses atrás,UOL,0.53225696,0.62115073,0.5251274,True
Falha em reconhecimento facial leva homem à prisão nos EUA,https://www.estadao.com.br/link/cultura-digital/falha-em-reconhecimento-facial-leva-homem-a-prisao-nos-eua/,56 meses atrás,Estadão,0.6339756,0.29237938,0.54693156,True
Como o reconhecimento falho em delegacias leva negros e pobres para a prisão,https://conectas.org/noticias/como-o-reconhecimento-falho-em-delegacias-leva-negros-e-pobres-para-a-prisao/,46 meses atrás,Conectas,0.25283647,0.59260976,0.5447534,True
Reconhecimento facial e a insegurança das pessoas negras,https://almapreta.com.br/sessao/quilombo/reconhecimento-facial-e-a-inseguranca-das-pessoas-negras/,48 meses atrás,Alma Preta Jornalismo,0.64843345,0.7290181,0.58364874,True
Qual o impacto da tecnologia de reconhecimento facial na população negra?,https://jornal.usp.br/ciencias/qual-o-impacto-da-tecnologia-de-reconhecimento-facial-na-populacao-negra/,53 meses atrás,Jornal da USP,0.7315631,0.6059866,0.43163577,True
O algoritmo e racismo nosso de cada dia,https://piaui.folha.uol.com.br/o-algoritmo-e-racismo-nosso-de-cada-dia/,57 meses atrás,Revista Piauí,0.5735622,0.45421392,0.60719687,True
80% das prisões errôneas por reconhecimento facial no RJ são de negros,https://agenciabrasil.ebc.com.br/radioagencia-nacional/justica/audio/2022-01/80-das-prisoes-erroneas-por-reconhecimento-facial-no-rj-sao-de-negros,44 meses atrás,Agência Brasil,0.42064932,0.5957611,0.55624425,True
"Favelas precisam de justiça racial, não de reconhecimento facial",https://diplomatique.org.br/favelas-precisam-de-justica-racial-nao-de-reconhecimento-facial/,39 meses atrás,Diplomatique,0.42329264,0.5578368,0.6373592,True
Câmeras com reconhecimento facial no Recife podem agravar racismo e ameaçar direitos,https://www.brasildefato.com.br/2022/03/21/cameras-com-reconhecimento-facial-no-recife-podem-agravar-racismo-e-ameacar-direitos/,42 meses atrás,Brasil de Fato,0.57149047,0.49490312,0.514346,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://cnte.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-392f,33 meses atrás,CNTE-CUT,0.68918544,0.57542306,0.65813124,True
Racismo nas corporações: por que pessoas negras são mais abordadas pela polícia,https://conectas.org/noticias/racismo-nas-corporacoes-por-que-pessoas-negras-sao-mais-abordadas-pela-policia/,43 meses atrás,Conectas,0.1737908,0.6693289,0.61563057,True
A tecnologia de reconhecimento facial na capital da “Democracia Racial”,https://www.brasildefato.com.br/2022/06/20/a-tecnologia-de-reconhecimento-facial-na-capital-da-democracia-racial/,39 meses atrás,Brasil de Fato,0.7478795,0.5027931,0.48906997,True
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,25 meses atrás,G1,0.5027486,0.37615743,0.5214069,True
"Erros no reconhecimento de pessoas presas recaem sobre negros, diz estudo",https://www.cnj.jus.br/erros-no-reconhecimento-de-pessoas-presas-recaem-sobre-negros-diz-estudo/,29 meses atrás,Portal CNJ,0.31276873,0.6940916,0.56946844,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,24 meses atrás,Brasil de Fato,0.527311,0.5499245,0.49553466,True
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,27 meses atrás,Summit Mobilidade,0.55980885,0.4986353,0.6146075,True
Ministério Público pede suspensão de reconhecimento facial por prejudicar população negra,https://midianinja.org/ministerio-publico-pede-suspensao-de-reconhecimento-facial-que-prejudica-populacao-negra/,24 meses atrás,Mídia NINJA,0.5960412,0.51176167,0.41377813,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,30 meses atrás,Diplomatique,0.76551497,0.3308311,0.515218,True
Homem negro é preso após erro em tecnologia de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2023/01/06/homem-negro-e-preso-apos-erro-em-tecnologia-de-reconhecimento-facial.htm,33 meses atrás,UOL,0.6120359,0.53783417,0.40649265,True
"Grávida e presa por engano: quem é a mulher acusada de roubo por erro em tecnologia de reconhecimento facial, nos EUA",https://oglobo.globo.com/mundo/epoca/noticia/2023/08/07/gravida-e-presa-por-engano-quem-e-a-mulher-acusada-de-roubo-por-erro-em-tecnologia-de-reconhecimento-facial-nos-eua.ghtml,26 meses atrás,O Globo,0.55825377,0.32211843,0.57733405,True
"Pela segunda vez, jovem negro inocente vira réu após reconhecimento por foto",https://midianinja.org/pela-segunda-vez-jovem-negro-inocente-vira-reu-por-causa-de-reconhecimento-por-foto/,29 meses atrás,Mídia NINJA,0.4091837,0.53421223,0.554041,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://mpmt.mp.br/portalcao/news/1217/134418/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/112,20 meses atrás,Ministério Público do Estado de Mato Grosso,0.6343305,0.4693141,0.5942879,True
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,15 meses atrás,Diplomatique,0.37954032,0.52860713,0.6293113,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias,0.7058284,0.5435897,0.5955194,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,13 meses atrás,Brasil de Fato,0.6975233,0.32764405,0.5187399,True
Reconhecimento facial equivocado leva a prisão injusta nos EUA,https://olhardigital.com.br/2024/01/24/seguranca/reconhecimento-facial-equivocado-leva-a-prisao-injusta-nos-eua/,20 meses atrás,Olhar Digital,0.6080886,0.29353,0.5583221,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,17 meses atrás,Metrópoles,0.66761065,0.68122125,0.49731314,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,19 meses atrás,G1,0.62236524,0.50021255,0.44346413,True
Mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,http://nosmulheresdaperiferia.com.br/mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos/,19 meses atrás,"Nós, mulheres da periferia",0.56230575,0.5406207,0.46240902,True
O 'chicote tecnológico' da identificação facial é cruel com o negro,https://oglobo.globo.com/opiniao/artigos/coluna/2024/04/o-chicote-tecnologico-da-identificacao-facial-e-cruel-com-o-negro.ghtml,17 meses atrás,O Globo,0.68719393,0.6237611,0.517982,True
Dia da Consciência Negra: personagens negros que marcaram a História do Brasil,https://www.ihu.unisinos.br/categorias/646182-dia-da-consciencia-negra-personagens-negros-que-marcaram-a-historia-do-brasil,10 meses atrás,Instituto Humanitas Unisinos - IHU,0.31509393,0.7488128,0.5170822,True
Cerca de 90% das pessoas presas com uso de reconhecimento facial são negras,https://www.brasildefato.com.br/2019/11/27/cerca-de-90-das-pessoas-presas-com-uso-de-reconhecimento-facial-sao-negras/,70 meses atrás,Brasil de Fato,0.5058036,0.6176587,0.4699463,True
Entenda o racismo por trás dos filtros do FaceApp e de outras tecnologias,https://ndmais.com.br/tecnologia/entenda-o-racismo-por-tras-dos-filtros-do-faceapp-e-de-outras-tecnologias/,74 meses atrás,ND Mais,0.5385467,0.51258576,0.620131,True
